Material,Name,Formula,Purity,Price,Quantity,Rest
N/A,SAMARIUM PIECES,99.9% PURE TREM,N/A,100 GRAMS,P.O.R.,Samarium  Sm   3-6MM PIECES   PACKAGED IN MINERAL OIL  HAZARDOUS SHIPPING 3-6mm Pieces 100g 99.9% TREM EVMSM3-6MMD
N/A,<0.5" PIECES,99.9% PURE TREM,N/A,10 GRAMS,€284.00,Scandium SCANDIUM  Sc    < 0.5" Pieces 10 g 99.9% EVMSC55G
N/A,SCANDIUM OXIDE PIECES,99.99% PURE TREM,N/A,100 GRAMS,P.O.R.,Scandium Oxide  Sc2O3   2-6MM PIECES  2-6mm Pieces 100g 99.99% EVMSCO2-6D
N/A,SCANDIUM OXIDE PIECES,99.99% PURE TREM,N/A,500 GRAMS,P.O.R.,Scandium Oxide  Sc2O3   2-6MM PIECES  2-6mm Pieces 500g 99.99% EVMSCO2-6T
N/A,SELENIUM PIECES,99.999% PURE,N/A,100 GRAMS,P.O.R.,Selenium  Se   1-4MM SHOT   HAZARDOUS SHIPPING 1mm - 3mm Pieces 100 g 99.999% EVMSE1037
N/A,SELENIUM PIECES,99.999% PURE,N/A,500 GRAMS,P.O.R.,Selenium  Se   1-4MM SHOT   HAZARDOUS SHIPPING 1mm - 3mm Pieces 500 g 99.999% EVMSE1037-T
N/A,SILICON PIECES,99.999% PURE,N/A,PER GRAM,€0.73,Silicon  Si  P-TYPE   1-3MM PIECES  SOME MINOR SURFACE OXIDATION   MINIMUM ORDER QTY OF 10 GRAMS 1mm - 3mm Pieces Per gram 99.999% EVMPSI1-3MMG
N/A,SILICON PIECES,99.999% PURE,N/A,25 GRAMS,€46.00,Silicon  Si  P-TYPE   1-3MM PIECES   >30 OHM-CM  MONOCRYSTALLINE 1mm - 3mm Pieces 25 g 99.999% — EVMSI1-3MMA
N/A,SILICON PIECES,99.999% PURE,N/A,50 GRAMS,€59.00,Silicon  Si  P-TYPE   1-3MM PIECES   >30 OHM-CM  MONOCRYSTALLINE 1mm - 3mm Pieces 50g 99.999% — EVMSI1-3MMB
N/A,SILICON PIECES,99.999% PURE,N/A,100 GRAMS,€106.00,Silicon  Si  P-TYPE   1-3MM PIECES   >30 OHM-CM  MONOCRYSTALLINE 1mm - 3mm Pieces 100 g 99.999% — EVMSI1-3MMD
N/A,SILICON METAL PIECES,99.999% PURE,N/A,25 GRAMS,€44.00,Silicon  Si   P-TYPE  3-6MM PIECES   <0.2 OHM-CM 3mm - 6mm Pieces 25 g 99.999% — EVMSI1047A
N/A,SILICON METAL PIECES,99.999% PURE,N/A,50 GRAMS,€53.00,Silicon  Si  P-TYPE   3-6MM PIECES   <0.2 OHM-CM 3mm - 6mm Pieces 50 g 99.999% — EVMSI1047B
N/A,SILICON METAL PIECES,99.999% PURE,N/A,250 GRAMS,€95.00,Silicon  Si  P-TYPE   3-6MM PIECES   <0.2 OHM-CM 3mm - 6mm Pieces 250 g 99.999% — EVMSI1047J
N/A,SILICON METAL PIECES,99.999% PURE,N/A,500 GRAMS,P.O.R.,Silicon  Si  P-TYPE   3-6MM PIECES   <0.2 OHM-CM 3mm - 6mm Pieces 500 g 99.999% — EVMSI1047T
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,1 lb.,€110.00,Silicon Dioxide  SiO2   1-5MM PIECES  1 POUND 1mm - 5mm Pieces 99.99% pure Clear EVMSIO21-5
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,100 GRAMS.,€39.00,Silicon Dioxide  SiO2   1-5MM PIECES  1mm - 5mm Pieces 100 g 99.99% pure Clear EVMSIO21-5D
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,€190.00,Silicon Dioxide  SiO2   1-5MM PIECES  1mm - 5mm Pieces 1 kg 99.99% pure Clear EVMSIO21-5KG
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,25 GRAMS,€33.00,Silicon Dioxide  SiO2   1-5MM PIECES  1mm - 5mm Pieces 25 g 99.99% Pure Clear EVMSIO21-5A
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,1 lb.,€98.00,Silicon Dioxide  SiO2   3-12MM PIECES  1 POUND 3mm - 12mm Pieces 99.99% Clear EVMSIO240
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,50 GRAMS,€38.00,Silicon Dioxide  SiO2   3-12MM PIECES  3mm - 12mm Pieces 50 g 99.99% Clear EVMSIO240B
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,100 GRAMS,€49.00,Silicon Dioxide  SiO2   3-12MM PIECES  3mm - 12mm Pieces 100 g 99.99% Clear EVMSIO240D
N/A,SILICON DIOXIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,P.O.R.,Silicon Dioxide  SiO2   3-12MM PIECES  3mm - 12mm Pieces 1 kg 99.99% Clear EVMSIO240KG
N/A,SILICON MONOXIDE PIECES,99.97% PURE,N/A,1 KILOGRAM,€273.00,Silicon Monoxide  SiO   2.5-5MM PIECES  2.5mm - 5mm Pieces 1 kg 99.97% EVMSIO-2.5-5
N/A,SILICON MONOXIDE PIECES,99.99% PURE,N/A,50 GRAMS,€75.00,Silicon Monoxide  SiO   3-6MM PIECES  3mm - 6mm Pieces 50 g 99.99% EVMSIO-1065B
N/A,SILICON MONOXIDE PIECES,99.99% PURE,N/A,100 GRAMS,€122.00,Silicon Monoxide  SiO   3-6MM PIECES  3mm - 6mm Pieces 100 g 99.99% EVMSIO-1065D
N/A,SILICON MONOXIDE PIECES,99.99% PURE,N/A,500 GRAMS,€472.00,Silicon Monoxide  SiO   3-6MM PIECES  3mm - 6mm Pieces 500 g 99.99% EVMSIO-1065T
N/A,SILICON MONOXIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,P.O.R.,Silicon Monoxide  SiO   3-6MM PIECES  3mm - 6mm Pieces 1 kg 99.99% EVMSIO1065KG
N/A,SILICON MONOXIDE PIECES,99.9% PURE,N/A,100 GRAMS,P.O.R.,Silicon Monoxide  SiO   3-6 MM PIECES  3mm - 6mm Pieces 100 g 99.9% EVMSIO303-6D
N/A,SILICON MONOIXDE PIECES,99.9% PURE,N/A,1 KILOGRAM,P.O.R.,Silicon Monoxide  SiO   3-6 MM PIECES  3mm - 6mm Pieces 1 kg 99.9% EVMSIO303-6K
N/A,SILICON MONOXIDE PIECES,99.9% PURE,N/A,500 GRAMS,P.O.R.,Silicon Monoxide  SiO   3-6 MM PIECES  3mm - 6mm Pieces 500 g 99.9% EVMSIO303-6T
Silver,SILVER PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€771.00,   1 POUND 1/4" Dia. x 1/4" Length 99.99% EVMAG40QXQ
Silver,SILVER PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,€76.00, Ag    1/4" Dia. x 1/4" Length 25 g 99.99% EVMAG40QXQ-A
Silver,SILVER PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€122.00, Ag    1/4" Dia. x 1/4" Length 50 g 99.99% EVMAG40QXQ-B
Silver,SILVER PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€190.00, Ag    1/4" Dia. x 1/4" Length 100 g 99.99% EVMAG40QXQ-D
Silver,SILVER PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,250 GRAMS,€437.00, Ag    1/4" Dia. x 1/4" Length 250 g 99.99% EVMAG40QXQ-J
Silver,SILVER PELLETS,99.998-99.999% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,P.O.R., Ag    1 POUND 1/4" Dia. x 1/4" Length 99.998-99.999% EVMAG50QXQ
Silver,SILVER PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€717.00, Ag    1 POUND 1/8" Dia. x 1/8" Length 99.99% EVMAG40EXE
Silver,SILVER PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€66.00, Ag    1/8" Dia. x 1/8" Length 25 g 99.99% EVMAG40EXE-A
Silver,SILVER PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€103.00, Ag    1/8" Dia. x 1/8" Length 50 g 99.99% EVMAG40EXE-B
Silver,SILVER PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€182.00, Ag    1/8" Dia. x 1/8" Length 100 g 99.99% EVMAG40EXE-D
Silver,SILVER PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€408.00, Ag    1/8" Dia. x 1/8" Length 250 g 99.99% EVMAG40EXE-J
Silver,SILVER SHOT,99.99% PURE,N/A,SOLD BY THE GRAM,€4.00, Ag   <4MM PIECES  4mm Pieces or Smaller Per Gram 99.99% EVMAG40SHOT1
Silver,SILVER WIRE,99.998-99.999% PURE,0.062" DIAMETER X 1 POUND ON SPOOL,1 lb.,P.O.R., Ag   0.062" Dia. Wire 99.99% EVMAG50.062
Silver,SILVER WIRE,99.99% PURE,1.0MM DIAMETER X 10.0 METERS LONG,EVMAG401.0MM,€525.00, Ag   1.0mm Dia. 10m 99.99%
Silver,SILVER WIRE,99.99% PURE,1.5MM DIAMETER,EVMAG401.5MM,€29.00, Ag    SOLD PER FOOT 1.5mm Dia. 1 ft. 99.99%
N/A,STRONTIUM PIECES,99% PURE,N/A,50 GRAMS,P.O.R.,Strontium  Sr   3-6MM PIECES   PACKAGED IN OIL  HAZARDOUS SHIPPING 3mm - 6mm Pieces 50 g 99% EVMSR3-6MMB
N/A,SULFUR PIECES,99.999% PURE,N/A,100 GRAMS,P.O.R.,Sulfur  S   1-4MM PIECES   HAZARDOUS SHIPPING 6mm 100 g 99.999% EVMS1159
Tantalum,TANTALUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€1, Ta    1 POUND 1/4" Dia. x 1/4" Length 99.95% EVMTA35QXQ 081.00
Tantalum,TANTALUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€180.00, Ta    1/4" Dia. x 1/4" Length 50 g 99.95% EVMTA35QXQ-B
Tantalum,TANTALUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€299.00, Ta    1/4" Dia. x 1/4" Length 100 g 99.95% EVMTA35QXQ-D
Tantalum,TANTALUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,250 GRAMS,€726.00, Ta    1/4" Dia. x 1/4" Length 250 g 99.95% EVMTA35QXQ-J
Tantalum,TANTALUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€1, Ta    1 POUND 1/8" Dia. x 1/8" Length 99.95% EVMTA35EXE 304.00
Tantalum,TANTALUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€170.00, Ta    1/8" Dia. x 1/8" Length 50 g 99.95% EVMTA35EXEB
Tantalum,TANTALUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€315.00, Ta    1/8" Dia. x 1/8" Length 100 g 99.95% EVMTA35EXED
Tantalum,TANTALUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€699.00, Ta    1/8" Dia. x 1/8" Length 250 g 99.95% EVMTA35EXEJ
Tantalum,TANTALUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€100.00, Ta    1/8" Dia. x 1/8" Length 25 g 99.95% EVMTA35EXEA
Tantalum,TANTALUM WIRE,99.95% PURE,1.00MM DIAMETER,N/A,€26.00, Ta    BY THE FOOT  ANNEALED 1.0mm Dia. Per ft. 99.95% EVMTA35100
Tantalum,TANTALUM WIRE,99.95% PURE,2MM DIAMETER SOLD PER FT,+0.5"/-0 LENGTH,P.O.R., Ta    +/-0.075MM DIA  2.0mm Dia. Per ft. (10-ft. min.) 99.95% EVMTA35.080
Tantalum Pentoxide,TANTALUM PENTOXIDE TABLETS,99.95% PURE,8-9MM DIAMETER X 4-5MM THICK,1 KILOGRAM,P.O.R., Ta2O5     WHITE TO BEIGE 8-9mm Dia. x 4-5mm Thick Tablets 1 kg 99.95% White to Beige EVMTAO4.5MM
Tantalum Pentoxide,TANTALUM PENTOXIDE TABLETS,99.95% PURE,8-9MM DIAMETER X 4-5MM THICK,50 GRAMS,€184.00, Ta2O5     WHITE TO BEIGE 8-9mm Dia. x 4-5mm Thick Tablets 50 g 99.95% White to Beige EVMTAO4.5MMB
Tantalum Pentoxide,TANTALUM PENTOXIDE TABLETS,99.95% PURE,8-9MM DIAMETER X 4-5MM THICK,100 GRAMS,€331.00, Ta2O5     WHITE TO BEIGE 8-9mm Dia. x 4-5mm Thick Tablets 100 g 99.95% White to Beige EVMTAO4.5MMD
Tantalum Pentoxide,TANTALUM PENTOXIDE TABLETS,99.95% PURE,8-9MM DIAMETER X 4-5MM THICK,500 GRAMS,P.O.R., Ta2O5     WHITE TO BEIGE 8-9mm Dia. x 4-5mm Thick Tablets 500 g 99.95% White to Beige EVMTAO4.5MMT
Tantalum Pentoxide,TANTALUM PENTOXIDE TABLETS,99.99% PURE,8.5MM DIAMETER X 3MM THICK,1 KILOGRAM,P.O.R., Ta2O5     GREY TO BLACK 9mm Dia. x 3mm Thick Tablets 1 kg 99.99% Gray to Black EVMTAO-9MM
Tin,TIN PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€284.00, Sn    1 POUND 1/4" Dia. x 1/4" Length 99.99% EVMSN40QXQ
Tin,TIN PELLETS,99.994-99.999% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€494.00, Sn    1 POUND 1/4" Dia. x 1/4" Length 99.994%-99.999% EVMSN50QXQ
Tin,TIN PELLETS,99.994-99.999% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€72.00, Sn    1/4" Dia. x 1/4" Length 50 g 99.994%-99.999% EVMSN50QXQ-B
Tin,TIN PELLETS,99.994-99.999% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€109.00, Sn    1/4" Dia. x 1/4" Length 100 g 99.994%-99.999% EVMSN50QXQ-D
Tin,TIN PELLETS,99.994-99.999% PURE,1/4" DIAMETER X 1/4" LONG,225 GRAMS,€255.00, Sn    1/4" Dia. x 1/4" Length 225 g 99.994%-99.999% EVMSN50QXQ-I
Tin,TIN PELLETS,99.99%+ PURE,1/8" DIAMETER X 1/4" LONG,500 GRAMS,P.O.R., Sn    1/8" Dia. x 1/4" Length 500 g 99.99% EVMSN40EXQ-T
Tin,TIN PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€731.00, Sn    1 POUND 1/8" Dia. x 1/8" Length 99.99% EVMSN40EXE
Tin,TIN PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€103.00, Sn    1/8" Dia. x 1/8" Length 50 g 99.99% EVMSN40EXEB
Tin,TIN PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€181.00, Sn    1/8" Dia. x 1/8" Length 100 g 99.99% EVMSN40EXED
Tin,TIN PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,500 GRAMS,€800.00, Sn    1/8" Dia. x 1/8" Length 500 g 99.99% EVMSN40EXET
Tin,TIN PELLETS,99.994-99.999% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,P.O.R., Sn    1/8" Dia. x 1/8" Length 100 g 99.994%-99.999% EVMSN50EXE-D
Tin,TIN PELLETS,99.994-99.999% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€699.00, Sn    1 POUND 1/8" Dia. x 1/8" Length 99.994%-99.999% EVMSN50EXE
Tin Oxide,TIN OXIDE PIECES,99.9% PURE,N/A,50 GRAMS,€65.00, SnO2   3-12MM PIECES   SINTERED MATERIAL 3mm - 12mm Pieces 50 g 99.9% Black EVMSNO3-12B
Tin Oxide,TIN OXIDE PIECES,99.9% PURE,N/A,200 GRAMS,€175.00, SnO2   3-12MM PIECES   SINTERED  WHITE-GREY 3mm - 12mm Pieces 200 g 99.9% Black EVMSNO3-12H
Titanium,TITANIUM PELLETS,99.9% PURE,1/2" DIAMETER X 1/2" LONG,PER GRAM,€0.97, Ti     EACH PELLET ~7 GRAMS  MUST ORDER IN MULTIPLES OF 7 1/2" Dia. x 1/2" Length Per Gram 99.90% EVMTI30HXHX
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,€605.00, Ti    1 POUND 1/4" Dia. x 1/2" Length 99.995% — EVMTI45QXH
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€625.00, Ti    1 POUND 1/4" Dia. x 1/4" Length 99.995% — EVMTI45QXQ
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,€56.00, Ti    1/4" Dia. x 1/4" Length 25 g 99.995% — EVMTI45QXQA
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€96.00, Ti    1/4" Dia. x 1/4" Length 50 g 99.995% — EVMTI45QXQB
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€175.00, TI    1/4" Dia. x 1/4" Length 100 g 99.995% — EVMTI45QXQD
Titanium,TITANIUM PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,225 GRAMS,€326.00, Ti    1/4" Dia. x 1/4" Length 225 g 99.995% — EVMTI45QXQI
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/4" LONG,1 lb.,P.O.R., Ti    1 POUND 1/8" Dia. x 1/4" Length 99.995% — EVMTI45EXQ
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€958.00, Ti    1 POUND 1/8" Dia. x 1/8" Length 99.995% — EVMTI45EXE
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS.,€77.00, Ti    1/8" Dia. x 1/8" Length 25 g 99.995% — EVMTI45EXE-A
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€137.00, Ti    1/8" Dia. x 1/8" Length 50 g 99.995% — EVMTI45EXE-B
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€250.00, Ti    1/8" Dia. x 1/8" Length 100 g 99.995% — EVMTI45EXE-D
Titanium,TITANIUM PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€591.00, Ti    1/8" Dia. x 1/8" Length 250 g 99.995% — EVMTI45EXE-J
Titanium,TITANIUM WIRE,99.98% PURE,0.020" DIAMETER,N/A,€8.00, Ti    SOLD BY THE FOOT  5 FEET MIN. ORDER 0.020" Dia. Per ft. 99.98% EVMTI38020
Titanium,TITANIUM WIRE,99.995% PURE,0.020"DIAMETER X 75 FOOT SPOOL,N/A,€418.00, Ti   0.020" Dia. 75 ft. 99.995% EVMTI4502075
Titanium,TITANIUM WIRE,99.98% PURE,1MM DIAMETER X 1 METER LONG,N/A,€115.00, Ti   1.0mm Dia. 1m 99.98% EVMTI381MM1M
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,BULK/GRAM,€0.09, TiO2   1-6MM PIECES   WHITE 1mm - 6 mm Pieces Per Gram 99.90% White EVMTIO2316X
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,WHITE-GRAY,P.O.R., TiO2   3-6MM PIECES  1 LB   SINTERED  RUTILE 3mm - 6mm Pieces 1 lb. 99.9% White to Gray — EVMTIO230
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,50 GRAMS,€91.00, TiO2   3-6MM PIECES   WHITE-GRAY  SINTERED  RUTILE 3mm - 6mm Pieces 50 g 99.9% White to Gray — EVMTIO230B
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,100 GRAMS,€157.00, TiO2   3-6MM PIECES   WHITE-GRAY  SINTERED  RUTILE 3mm - 6mm Pieces 100 g 99.9% White to Gray — EVMTIO230D
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,WHITE-GRAY,P.O.R., TiO2   3-6MM PIECES   SINTERED  RUTILE  1KG LOT 3mm - 6mm Pieces 1 kg 99.9% White to Gray EVMTIO230KG
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,1 lb,€94.00, TiO2   1-4MM PIECES  1 LB  BLACK 1-4mm Pieces 99.9% EVMTIO2314
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,50 GRAMS,€34.00, TiO2   1-4MM PIECES   BLACK 1-4mm Pieces 50 g 99.9% EVMTIO2314B
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,100 GRAMS,€39.00, TiO2   1-4MM PIECES   BLACK. 1-4mm Pieces 100 g 99.9% EVMTIO2314D
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,1 KG LOT,P.O.R., TiO2   1-4MM PIECES  BLACK  1-4mm Pieces 1 kg 99.9% EVMTIO2314KG
Titanium Dioxide,TITANIUM DIOXIDE PIECES,99.9% PURE,N/A,25 GRAMS,€32.00, TiO2   1-4MM PIECES   BLACK 1-4mm Pieces 25 g 99.9% EVMTIO2314A
Titanium Dioxide,TITANIUM DIOXIDE TABLETS,99.9% PURE,10MM DIAMETER X 3MM THICK,1 lb,€94.00, TiO2    1 LB  BLACK 10mm x 3mm Tablets 99.9% EVMTIO2310
Titanium Dioxide,TITANIUM DIOXIDE TABLETS,99.9% PURE,10MM DIAMETER X 3MM THICK,50 GRAMS,€44.00, TiO2     BLACK 10mm x 3mm Tablets 50 g 99.9% EVMTIO2310B
Titanium Dioxide,TITANIUM DIOXIDE TABLETS,99.9% PURE,10MM DIAMETER X 3MM THICK,100 GRAMS,€57.00, TiO2     BLACK 10mm x 3mm Tablets 100 g 99.9% EVMTIO2310D
Titanium Monoxide,TITANIUM MONOXIDE PIECES,99.9% PURE,N/A,1KG LOT,P.O.R., TiO   ~3-6MM PIECES  3mm–6mm Pieces 1 kg 99.9% EVMTIO3-6KG
Titanium Monoxide,TITANIUM MONOXIDE TABLETS,99.9% PURE,8-9MM DIAMETER X 6-7MM THICK,50 GRAMS,P.O.R., TiO    8mm–9mm Dia. x 6mm –7mm Thick Tablets 50 g 99.9% EVMTIO30TABB
Titanium Monoxide,TITANIUM MONOXIDE TABLETS,99.9% PURE,8-9MM DIAMETER X 6-7MM THICK,1 KG,P.O.R., TiO    8mm–9mm Dia. x 6mm –7mm Thick Tablets 1 kg 99.9% EVMTIO30TABKG
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,P.O.R., W    1 POUND 1/4" Dia. x 1/2" Length 99.95% EVMWX35QXH
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€309.00, W    1 POUND 1/4" Dia. x 1/4" Length 99.95% EVMW35QXQ
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,€31.00, W    1/4" Dia. x 1/4" Length 25 g 99.95% EVMW35QXQA
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€56.00, W    1/4" Dia. x 1/4" Length 50 g 99.95% EVMW35QXQB
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€86.00, W    1/4" Dia. x 1/4" Length 100 g 99.95% EVMW35QXQD
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,250 GRAMS,€185.00, W    1/4" Dia. x 1/4" Length 250 g 99.95% EVMW35QXQJ
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€1, W    1 POUND 1/8" Dia. x 1/8" Length 99.95% EVMW35EXE 015.00
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€80.00, W    1/8" Dia. x 1/8" Length 25 g 99.95% EVMW35EXEA
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€138.00, W    1/8" Dia. x 1/8" Length 50 g 99.95% EVMW35EXEB
Tungsten,TUNGSTEN PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS.,€253.00, W    1/8" Dia. x 1/8" Length 100 g 99.95% EVMW35EXED
Tungsten,TUNGSTEN WIRE,99.95% PURE,0.1MM DIAMETER,N/A,P.O.R., W    PER FOOT  +/-0.025MM DIA 0.1mm Dia. Per ft 99.95% EVMW35.1MMFT
Tungsten,TUNGSTEN WIRE,99.95% PURE,0.2MM DIAMETER X 10 METERS LONG,N/A,€95.00, W    FULLY ANNEALED 0.2mm Dia. 10m 99.95% EVMW35.2MM
Tungsten,TUNGSTEN WIRE,99.95% PURE,0.5MM DIAMETER X 10 METERS LONG,N/A,€113.00, W   0.5mm Dia. 10m 99.95% EVMW35.5MM
Tungsten,TUNGSTEN WIRE,PURE,1MM DIAMETER X 5 METERS LONG,N/A,P.O.R., W  99.94%   1.0mm Dia. 5m 99.95% EVMW341MMX5M
Tungsten Oxide,TUNGSTEN OXIDE PIECES,99.99% PURE,N/A,25 GRAMS,€91.00, WO3   3-12MM PIECES  3mm - 12mm Pieces 25 g 99.99% EVMWOX3-12A
Tungsten Oxide,TUNGSTEN OXIDE PIECES,99.99% PURE,N/A,50 GRAMS,€110.00, WO3   3-12MM PIECES  3mm - 12mm Pieces 50 g 99.99% EVMWOX3-12B
Tungsten Oxide,TUNGSTEN OXIDE PIECES,99.99% PURE,N/A,100 GRAMS,€164.00, WO3   3-12MM PIECES  3mm - 12mm Pieces 100 g 99.99% EVMWOX3-12D
Tungsten Oxide,N/A,99.99% pure),N/A,1 kg,P.O.R.,Tungsten Oxide Pieces  (3mm - 12mm Pieces   3mm - 12mm Pieces 1 kg 99.99% EVMWOX3-12KG
Tungsten Oxide,TUNGSTEN OXIDE PIECES,99.99% PURE,N/A,500 GRAMS,€589.00, WO3   3-12MM PIECES  3mm - 12mm Pieces 500 g 99.99% EVMWOX3-12T
Vanadium,VANADIUM PELLETS,99.7% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,P.O.R., V    1 POUND 1/4" Dia. x 1/2" Length 99.7% EVMVX27QXH
Vanadium,VANADIUM PELLETS,99.7% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€1, V    1 POUND 1/4" Dia. x 1/4" Length 99.7% EVMVX27QXQ 677.00
Vanadium,VANADIUM PELLETS,99.7% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€405.00, V    1/4" Dia. x 1/4" Length 100 g 99.7% EVMVX27QXQD
Vanadium,VANADIUM PELLETS,99.7% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€605.00, V    1/8" Dia. x 1/8" Length 100 g 99.7% EVMVX27EXED
N/A,YTTERBIUM PIECES,99.9% PURE TREM,N/A,50 GRAMS,P.O.R.,Ytterbium  Yb   8-12MM PIECES   PACKAGED IN ARGON 12mm 50 g 99.9% EVMYB-1044B
N/A,YTTERBIUM PIECES,99.9% PURE TREM,N/A,200 GRAMS,P.O.R.,Ytterbium  Yb   3-12MM PIECES   PACKAGED IN ARGON 12mm 200 g 99.9% EVMYB-1044H
