Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
Tin Oxide,TIN OXIDE TARGET,,99.99% PURE,101.6,4.00",3.175,0.125",€995.00,SnO2     RD ~65-75%  GREY-BLACK   MAY HAVE SURFACE DISCOLORATION 99.99% Most Standard Guns 1
Tin Oxide,TIN OXIDE TARGET,,99.99% PURE,101.6,4.00",6.35,0.250",€1,SnO2     RD ~65-75%  GREY-BLACK   MAY HAVE SURFACE DISCOLORATION 99.99% Most Standard Guns 1 218.00
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,25.4,1.00",3.175,0.125",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,25.4,1.00",6.35,0.250",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.99% PURE,50.8,2.00",3.175,0.125",P.O.R., Sn    99.99% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,50.8,2.00",3.175,0.125",€139.00, Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,50.8,2.00",6.35,0.250",€158.00, Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,50.8,2.00",6.35,0.250",€295.00, Sn     W/ KEEPER  99.994%-99.999% TORUS Mag Keeper 2 —
Tin,TIN TARGET,Tin,99.994-99.999% PURE,76.19999999999999,3.00",3.175,0.125",€242.00, Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994-99.999% PURE,76.19999999999999,3.00",6.35,0.250",€311.00, Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994-99.999% PURE,76.19999999999999,3.00",6.35,0.250",€452.00, Sn     W/ KEEPER  99.994%-99.999% TORUS Mag Keeper 3 —
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,101.6,4.00",3.175,0.125",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,101.6,4.00",6.35,0.250",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994%-99.999% PURE,152.39999999999998,6.00",3.175,0.125",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994-99.999% PURE,152.39999999999998,6.00",6.35,0.250",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994-99.999% PURE,203.2,8.00",3.175,0.125",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Tin,TIN TARGET,Tin,99.994-99.999% PURE,203.2,8.00",6.35,0.250",P.O.R., Sn    99.994%-99.999% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,25.4,1.0",3.175,0.125",P.O.R., TiB2     HOT-PRESSED 99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,25.4,1.0",6.35,0.250",€668.00, TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,50.8,2.0",3.175,0.125",€840.00, TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,50.8,2.0",6.35,0.250",P.O.R., TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,76.19999999999999,3.0",3.175,0.125",€994.00, TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,101.6,4.0",3.175,0.125",P.O.R., TiB2    99.5% Most Standard Guns 1
Titanium Boride,TITANIUM BORIDE TARGET,Titanium Boride,99.5% PURE,101.6,4.0",6.35,0.250",P.O.R., TiB2    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,25.4,1.0",3.175,0.125",€652.00, TiC     HOT-PRESSED 99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,25.4,1.0",6.35,0.250",€668.00, TiC    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,50.8,2.0",3.175,0.125",€840.00, TiC    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,50.8,2.0",6.35,0.250",€857.00, TiC    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,76.19999999999999,3.0",3.175,0.125",€1, TiC    99.5% Most Standard Guns 1 029.00
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., TiC    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,101.6,4.0",3.175,0.125",P.O.R., TiC    99.5% Most Standard Guns 1
Titanium Carbide,TITANIUM CARBIDE TARGET,Titanium Carbide,99.5% PURE,101.6,4.0",6.35,0.250",P.O.R., TiC    99.5% Most Standard Guns 1
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R.,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2301A2
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,25.4,1.00",3.175,0.125",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2401A2
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2301A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,25.4,1.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2401A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,50.8,2.00",3.175,0.125",€866.00,TiO2     RUTILE  GREY TO BLACK. 99.9% Grey to Black Most Standard Guns 1 EJTTIO2302A2
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,50.8,2.00",3.175,0.125",€945.00,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2402A2
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R.,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2302A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,50.8,2.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2402A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",3.175,0.125",€1,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2303A2 066.00
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,76.19999999999999,3.00",3.175,0.125",€1,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2403A2 172.00
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2303A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2403A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,101.6,4.00",3.175,0.125",€1,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2304A2 538.00
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,101.6,4.00",3.175,0.125",€1,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2404A2 629.00
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,101.6,4.00",6.35,0.250",P.O.R.,TiO2     RUTILE  GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2304A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,101.6,4.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2404A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.9% PURE,152.39999999999998,6.00",6.35,0.250",P.O.R.,TiO2     GREY TO BLACK 99.9% Grey to Black Most Standard Guns 1 EJTTIO2306A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,152.39999999999998,6.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  RUTILE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2406A4
Titanium Dioxide,TITANIUM DIOXIDE TARGET,,99.99% PURE,203.2,8.00",6.35,0.250",P.O.R.,TiO2     BEIGE TO WHITE  MAY HAVE SURFACE SPOTS 99.99% Beige to White Most Standard Guns 1 EJTTIO2408A4
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,25.4,1.0",3.175,0.125",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI351A2
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,25.4,1.0",6.35,0.250",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI351A4
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,50.8,2.0",3.175,0.125",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI352A2
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,50.8,2.0",6.35,0.250",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI352A4
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI353A2
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., TiSi2     ~RD 70%  GRAY 99.95% Most Standard Guns 1 EJTTISI353A4
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,101.6,4.0",3.175,0.125",P.O.R., TiSi2     ~RD 70% 99.95% Most Standard Guns 1 EJTTISI354A2
Titanium Disilicide,TITANIUM SILICIDE TARGET,Titanium Disilicide,99.95% PURE,101.6,4.0",6.35,0.250",P.O.R., TiSi2     ~RD 70% 99.95% Most Standard Guns 1 EJTTISI354A4
Titanium Ferrite,TITANIUM IRON OXIDE TARGET,Titanium Ferrite,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R., TiFe2O4     BEST EFFORTS 99.9% Most Standard Guns 1 EJTTIFEO2A2
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R.,TiO    99.9% Most Standard Guns 1
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,TiO    99.9% Most Standard Guns 1
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R.,TiO   99.9% Most Standard Guns 1
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R.,TiO    99.9% Most Standard Guns 1
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,TiO    99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),76.19999999999999,3.00",6.35,0.250",P.O.R.,99.9% Most Standard Guns 1
Titanium Monoxide,TITANIUM MONOXIDE TARGET,,99.9% PURE,101.6,4.00",3.175,0.125",P.O.R.,TiO    99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),101.6,4.00",6.35,0.250",P.O.R.,99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),127.0,5.00",3.175,0.125",P.O.R.,99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),127.0,5.00",6.35,0.250",P.O.R.,99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),152.39999999999998,6.00",6.35,0.250",P.O.R.,99.9% Most Standard Guns 1
Titanium Monoxide,N/A,,99.9% pure),203.2,8.00",6.35,0.250",P.O.R.,99.9% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,25.4,1.00",3.175,0.125",€372.00, TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,25.4,1.00",6.35,0.250",€384.00, TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,50.8,2.00",3.175,0.125",€519.00, TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,50.8,2.00",6.35,0.250",€803.00, TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,76.19999999999999,3.00",3.175,0.125",€692.00, TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,76.19999999999999,3.00",6.35,0.250",€1, TiN    99.5% Most Standard Guns 1 016.00
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,TiN 99.5% PURE,101.6,4.00",3.175,0.125",€1,   99.5% Most Standard Guns 1 097.00
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,101.6,4.00",6.35,0.250",P.O.R., TiN    99.5% Most Standard Guns 1
Titanium Nitride,TITANIUM NITRIDE TARGET,Titanium Nitride,99.5% PURE,N/A,N/A,N/A,3,P.O.R., TiN    99.5% — — KJL81061
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,25.4,1.0",3.175,0.125",€78.00, Ti GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,25.4,1.0",3.175,0.125",€98.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,25.4,1.0",3.175,0.125",€96.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,25.4,1.0",6.35,0.250",€62.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,25.4,1.0",6.35,0.250",€108.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,25.4,1.0",6.35,0.250",€103.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,50.8,2.0",3.175,0.125",€89.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,50.8,2.0",3.175,0.125",€109.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,50.8,2.0",3.175,0.125",€117.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,50.8,2.0",6.35,0.250",€94.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,50.8,2.0",6.35,0.250",€138.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,50.8,2.0",6.35,0.250",€138.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,50.8,2.00",6.35,0.250",P.O.R., Ti  GRADE 2    D & T FOR 2-56 HOLE WITH KEEPER AND SCREW  U.S. Gun —
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,50.8,2.00",6.35,0.250",P.O.R., Ti     D & T FOR 2-56 SCREW W/ KEEPER  99.97% U.S. Gun —
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,50.8,2.00",6.35,0.250",P.O.R., Ti     D&T FOR 2-56 HOLE   WITH KEEPER 99.995% U.S. Gun —
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,50.8,2.00",6.35,0.250",€279.00, Ti     W/ KEEPER  99.995% TORUS Mag Keeper 2 —
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,76.19999999999999,3.0",3.175,0.125",€93.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,76.19999999999999,3.0",3.175,0.125",€163.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,76.19999999999999,3.0",3.175,0.125",€164.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,76.19999999999999,3.0",6.35,0.250",€98.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,76.19999999999999,3.0",6.35,0.250",€174.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,76.19999999999999,3.0",6.35,0.250",€186.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Ti     W/ 6-32 CENTER HOLE   W/ KEEPER AND SCREW 99.995% U.S. Gun —
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,76.19999999999999,3.00",6.35,0.250",€328.00, Ti     W/ KEEPER  99.995% TORUS Mag Keeper 3 —
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,101.6,4.0",3.175,0.125",P.O.R., Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,101.6,4.0",3.175,0.125",€163.00, Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,101.6,4.0",3.175,0.125",€282.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,101.6,4.0",6.35,0.250",€227.00, Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,101.6,4.0",6.35,0.250",P.O.R., Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,101.6,4.0",6.35,0.250",€300.00, Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,101.6,4.0",6.35,0.250",€467.00, Ti     W/ KEEPER  99.995% TORUS Mag Keeper 4 —
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,101.6,4.00",6.35,0.250",€336.00, Ti     W/ KEEPER  99.97% TORUS Mag Keeper 4 —
Titanium,TITANIUM TARGET,Titanium,99.99% PURE,101.6,4.00",6.35,0.250",P.O.R., Ti     W/ KEEPER  99.99% TORUS Mag Keeper 4 —
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,127.0,5.0",6.35,0.250",P.O.R., Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,3.175,0.125",N/A,N/A,P.O.R., Ti    99.97% — —
Titanium,TITANIUM TARGET,Titanium,99.99% PURE,N/A,N/A,N/A,0.1,P.O.R., Ti     99.99% — — KJL81050
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,N/A,N/A,N/A,0.2,P.O.R., Ti   FOR KJL 108    99.995% — — KJL81024
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,N/A,N/A,N/A,0.3,P.O.R.,    99.995% — — KJL81044
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,N/A,N/A,N/A,0.3,P.O.R., Ti     99.97% — — KJL81072
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,N/A,N/A,N/A,0.5,P.O.R., Ti     99.995% — — KJL81066
Titanium,TITANIUM TARGET,Titanium,99.9% PURE 57MM DIAMETER X 2MM THICK,N/A,N/A,N/A,2,P.O.R., Ti   99.9% — — KJL81021
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,N/A,N/A,N/A,3,P.O.R., Ti    99.97% — —
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,152.39999999999998,6.0",6.35,0.250",P.O.R., Ti  GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., Ti     99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,203.2,8.0",3.175,0.125",P.O.R., Ti    99.995% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.2%-99.7%,203.2,8.0",6.35,0.250",P.O.R., Ti  CP GRADE 2   Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.97% PURE,203.2,8.0",6.35,0.250",P.O.R., Ti    99.97% Most Standard Guns 1
Titanium,TITANIUM TARGET,Titanium,99.995% PURE,203.2,8.0",6.35,0.250",P.O.R., Ti    99.995% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,25.4,1.00",3.175,0.125",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,25.4,1.00",6.35,0.250",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,50.8,2.00",3.175,0.125",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,50.8,2.00",6.35,0.250",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,101.6,4.00",3.175,0.125",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,101.6,4.00",6.35,0.250",P.O.R., WC    99.5% Most Standard Guns 1
Tungsten Carbide,TUNGSTEN CARBIDE TARGET,Tungsten Carbide,99.5% PURE,152.39999999999998,6.00",6.35,0.250",€525.00, WC    99.5% Most Standard Guns 1
Tungsten Disilicide,N/A,Tungsten Disilicide,99.95% pure),25.4,1.00",3.175,0.125",P.O.R., 99.5% Most Standard Guns 1
Tungsten Disilicide,N/A,Tungsten Disilicide,99.95% pure),25.4,1.00",6.35,0.250",P.O.R., 99.5% Most Standard Guns 1
Tungsten Disilicide,TUNGSTEN DISILICIDE TARGET,Tungsten Disilicide,99.5% PURE,50.8,2.00",3.175,0.125",P.O.R., WSi2     HOT PRESSED 99.5% Most Standard Guns 1
Tungsten Disilicide,TUNGSTEN DISILICIDE TARGET,Tungsten Disilicide,99.5% PURE,50.8,2.00",6.35,0.250",P.O.R., WSi2     HOT PRESSED 99.5% Most Standard Guns 1
Tungsten Disilicide,TUNGSTEN DISILICIDE TARGET,Tungsten Disilicide,99.5% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., WSi2     HOT PRESSED 99.5% Most Standard Guns 1
Tungsten Disilicide,TUNGSTEN DISILICIDE TARGET,Tungsten Disilicide,99.5% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., WSi2     HOT PRESSED 99.5% Most Standard Guns 1
Tungsten Disilicide,N/A,Tungsten Disilicide,99.95% pure),127.0,5.00",6.35,0.250",P.O.R., 99.5% Most Standard Guns 1
Tungsten Disulfide,TUNGSTEN DISULFIDE TARGET,Tungsten Disulfide,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R., WS2    99.9% Most Standard Guns 1
Tungsten Disulfide,TUNGSTEN DISULFIDE TARGET,Tungsten Disulfide,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., WS2    99.9% Most Standard Guns 1
Tungsten Disulfide,TUNGSTEN DISULFIDE TARGET,Tungsten Disulfide,99.9% PURE,76.19999999999999,3.00",3.175,0.125",€545.00, WS2    99.9% Most Standard Guns 1
Tungsten Disulfide,TUNGSTEN DISULFIDE TARGET,Tungsten Disulfide,99.9% PURE,101.6,4.00",3.175,0.125",€665.00, WS2    99.9% Most Standard Guns 1
Tungsten Disulfide,N/A,Tungsten Disulfide,99.8% pure),101.6,4.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Tungsten Disulfide,N/A,Tungsten Disulfide,99.8% pure),127.0,5.00",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Tungsten Disulfide,N/A,Tungsten Disulfide,99.8% pure),127.0,5.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Tungsten Disulfide,N/A,Tungsten Disulfide,99.8% pure),152.39999999999998,6.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Tungsten Disulfide,N/A,Tungsten Disulfide,99.8% pure),203.2,8.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Tungsten Oxide,TUNGSTEN OXIDE TARGET,,99.9% PURE,25.4,1.00",3.175,0.125",€296.00,WO3    99.9% Most Standard Guns 1
Tungsten Oxide,TUNGSTEN OXIDE TARGET,,99.9% PURE,25.4,1.00",6.35,0.250",€361.00,WO3    99.9% Most Standard Guns 1
Tungsten Oxide,TUNGSTEN OXIDE TARGET,,99.9% PURE,50.8,2.00",3.175,0.125",€363.00,WO3    99.9% Most Standard Guns 1
Tungsten Oxide,TUNGSTEN OXIDE TARGET,,99.9% PURE,50.8,2.00",6.35,0.250",€431.00,WO3    99.9% Most Standard Guns 1
Tungsten Oxide,TUNGSTEN OXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",3.175,0.125",€484.00,WO3    99.9% Most Standard Guns 1
