Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,1,P.O.R., Cu    99.99% — — KJL81059
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,2,P.O.R., Cu    99.99% — — KJL81076
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,3,P.O.R., Cu    99.99% — —
Copper,COPPER TARGET,Copper,99.995% PURE,152.39999999999998,6.0",1.5875,0.0625",P.O.R., Cu    99.995% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,152.39999999999998,6.0",6.35,0.250",€314.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,2,P.O.R., Cu    99.99% — —
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,3,P.O.R., Cu    99.99% — —
Copper,COPPER TARGET,Copper,99.999% PURE,203.2,8.0",3.175,0.125",P.O.R., Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE 8.00" DIAMETER X 0.25" THICK +/- 0.010" ALL,203.2,8.0",6.35,0.250",P.O.R., Cu  99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,203.2,8.0",6.35,0.250",P.O.R., Cu    99.999% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,25.4,1.00",3.175,0.125",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,25.4,1.00",6.35,0.250",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,50.8,2.00",3.175,0.125",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,76.19999999999999,3.00",3.175,0.125",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,76.19999999999999,3.00",6.35,0.250",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,101.6,4.00",3.175,0.125",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Dysprosium,DYSPROSIUM TARGET,Dysprosium,99.9% PURE TREM,101.6,4.00",6.35,0.250",P.O.R., Dy     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,25.4,1.00",3.175,0.125",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,25.4,1.00",6.35,0.250",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,50.8,2.00",3.175,0.125",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,50.8,2.00",6.35,0.250",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,101.6,4.00",3.175,0.125",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium Oxide,ERBIUM OXIDE TARGET,,99.99% PURE,101.6,4.00",6.35,0.250",P.O.R.,Er2O3    99.99% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,25.4,1.00",3.175,0.125",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,25.4,1.00",6.35,0.250",P.O.R., Er     CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,50.8,2.00",3.175,0.125",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,76.19999999999999,3.00",3.175,0.125",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,76.19999999999999,3.00",6.35,0.250",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,101.6,4.00",3.175,0.125",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,101.6,4.00",6.35,0.250",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Erbium,ERBIUM TARGET,Erbium,99.9% PURE TREM,152.39999999999998,6.00",6.35,0.250",P.O.R., Er     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Europium Nickel Oxide,EUROPIUM NICKEL OXIDE TARGET,,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,EuNiO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTEUNIO31A4
Europium Titanate,EUROPIUM TITANATE TARGET,Europium Titanate,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R., EuTiO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTEUTIO1A2
Europium Titanate,EUROPIUM TITANATE TARGET,Europium Titanate,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., EuTiO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTEUTIO1A4
Europium Titanate,EUROPIUM TITANATE TARGET,Europium Titanate,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R., EuTiO3     BEST EFFORTS 99.9% Most Standard Guns 1 EJTEUTIO2A2
Europium Titanate,EUROPIUM TITANATE TARGET,Europium Titanate,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R., EuTiO3    99.9% Most Standard Guns 1 EJTEUTIO2A4
Europium,EUROPIUM TARGET,Europium,99.9% PURE TREM,25.4,1.00",3.175,0.125",P.O.R., Eu     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  LIMITED SHELF LIFE  BEST EFFORTS 99.9% Most Standard Guns 1
Europium,EUROPIUM TARGET,Europium,99.9% PURE TREM,25.4,1.00",6.35,0.250",P.O.R., Eu     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  LIMITED SHELF LIFE BEST EFFORTS 99.9% Most Standard Guns 1
Europium,EUROPIUM TARGET,Europium,99.9% PURE TREM,50.8,2.00",3.175,0.125",P.O.R., Eu     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  LIMITED SHELF LIFE  BEST EFFORTS 99.9% Most Standard Guns 1
Europium,EUROPIUM TARGET,Europium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Eu     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  LIMITED SHELF LIFE  BEST EFFORTS 99.9% Most Standard Guns 1
Europium,EUROPIUM TARGET,Europium,99.9% PURE TREM,76.19999999999999,3.00",3.175,0.125",P.O.R., Eu     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  LIMITED SHELF LIFE 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),76.19999999999999,3.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),101.6,4.00",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),101.6,4.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),152.39999999999998,6.00",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),152.39999999999998,6.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),203.2,8.00",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Europium,N/A,Europium,99.9% pure),203.2,8.00",6.35,0.250",P.O.R., 99.9% Most Standard Guns 1
Gadolinium Cerium Oxide,GADOLINIUM CERIUM OXIDE TARGET (GDC),,99.99% PURE,50.8,2.00",3.175,0.125",P.O.R.,Gd(0.2)Ce(0.8)O2     BEST EFFORTS 99.99% Most Standard Guns 1 EJTGDCEO2A2
Gadolinium Cerium Oxide,GADOLINIUM CERIUM OXIDE TARGET (GDC),,99.99% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,Gd(0.2)Ce(0.8)O2     BEST EFFORTS  SURFACE DISCOLORATION MAY BE PRESENT 99.99% Most Standard Guns 1 EJTGDCEO3A2
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,25.4,1.00",3.175,0.125",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,25.4,1.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,50.8,2.00",3.175,0.125",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  W/ KEEPER   KEEPER PACKAGED SEPARATELY 99.9% TORUS Mag Keeper 2 —
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,76.19999999999999,3.00",3.175,0.125",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,76.19999999999999,3.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,N/A,Gadolinium,99.9% pure),101.6,4.00",3.175,0.125",P.O.R., 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,101.6,4.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING 99.9% Most Standard Guns 1
Gadolinium,GADOLINIUM TARGET,Gadolinium,99.9% PURE TREM,101.6,4.00",6.35,0.250",P.O.R., Gd     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  W/ KEEPER   KEEPER PACKAGED SEPARATELY 99.9% TORUS Mag Keeper 4 —
Germanium Antimony Telluride,GERMANIUM ANTIMONY TELLURIDE TARGET,Germanium Antimony Telluride,99.99% PURE,50.8,2.00",3.175,0.125",P.O.R., Ge2Sb2Te5     MAY HAVE EDGE CHIPS  HAZARDOUS SHIPPING 99.99% Most Standard Guns 1 EJTGESBTE2A2
Germanium Antimony Telluride,GERMANIUM ANTIMONY TELLURIDE TARGET,Germanium Antimony Telluride,99.99% PURE,50.8,2.00",6.35,0.250",P.O.R., Ge2Sb2Te5     MAY HAVE EDGE CHIPS  HAZARDOUS SHIPPING 99.99% Most Standard Guns 1 EJTGESBTE2A4
Germanium Antimony Telluride,GERMANIUM ANTIMONY TELLURIDE TARGET,Germanium Antimony Telluride,99.99% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., Ge2Sb2Te5     MAY HAVE EDGE CHIPS  HAZARDOUS SHIPPING 99.99% Most Standard Guns 1 EJTGESBTE3A2
Germanium Antimony Telluride,GERMANIUM ANTIMONY TELLURIDE TARGET,Germanium Antimony Telluride,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Ge2Sb2Te5     MAY HAVE EDGE CHIPS  HAZARDOUS SHIPPING 99.99% Most Standard Guns 1 EJTGESBTE3A4
Germanium Antimony Telluride,GERMANIUM ANTIMONY TELLURIDE TARGET,Germanium Antimony Telluride,99.99% PURE,101.6,4.00",3.175,0.125",P.O.R., Ge2Sb2Te5     HAZARDOUS SHIPPING 99.99% Most Standard Guns 1 EJTGESBTE4A2
Germanium Telluride,GERMANIUM TELLURIDE TARGET,Germanium Telluride,99.999% PURE,50.8,2.00",3.175,0.125",P.O.R., GeTe     HAZARDOUS SHIPPING 99.999% Most Standard Guns 1 EJTGETE502A2
Germanium Telluride,GERMANIUM TELLURIDE TARGET,Germanium Telluride,99.999% PURE,50.8,2.00",6.35,0.250",P.O.R., GeTe     HAZARDOUS SHIPPING 99.999% Most Standard Guns 1 EJTGETE502A4
Germanium Telluride,GERMANIUM TELLURIDE TARGET,Germanium Telluride,99.999% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., GeTe     HAZARDOUS SHIPPING 99.999% Most Standard Guns 1 EJTGETE503A2
Germanium Telluride,GERMANIUM TELLURIDE TARGET,Germanium Telluride,99.999% PURE,101.6,4.00",3.175,0.125",P.O.R., GeTe     HAZARDOUS SHIPPING 99.999% Most Standard Guns 1 EJTGETE504A2
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,25.4,1.00",3.175,0.125",€150.00, Ge   N-TYPE  5-40 OHM-CM   99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,25.4,1.00",6.35,0.250",€298.00, Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,50.8,2.00",3.175,0.125",€306.00, Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,50.8,2.00",6.35,0.250",P.O.R., Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,76.19999999999999,3.00",3.175,0.125",€634.00, Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,76.19999999999999,3.00",6.35,0.250",€868.00, Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,101.6,4.00",3.175,0.125",€1, Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1 144.00
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,101.6,4.00",6.35,0.250",P.O.R., Ge  N-TYPE 5-40 OHM-CM    99.999% Most Standard Guns 1
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,N/A,N/A,N/A,1,P.O.R., Ge  N-TYPE  5-40 OHM-CM     FOR KJL108 99.999% — — KJL81035
Germanium,GERMANIUM TARGET,Germanium,99.999% PURE,N/A,N/A,N/A,2,P.O.R., Ge  N-TYPE  5-40 OHM-CM    99.999% — —
Gold,GOLD TARGET,Gold,99.999% PURE 14.875" X 4.75" X 0.250" THICK,377.825,14.875",120.64999999999999,4.75",P.O.R., Au    PER DRAWING 99.999% KDF/MRC — EJTAU50MRCA4
Gold,GOLD TARGET,Gold,99.99% PURE,25.4,1.00",1.6001999999999998,0.063",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,25.4,1.00",1.6001999999999998,0.063",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,25.4,1.00",3.175,0.125",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,25.4,1.00",3.175,0.125",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,25.4,1.00",N/A,0.1,P.O.R., Au     99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,25.4,1.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,N/A,Gold,99.999% pure),25.4,1.00",6.35,0.250",P.O.R., 99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,25.4,1.00",N/A,1,P.O.R., Au     99.99% — —
Gold,GOLD TARGET,Gold,99.999% PURE,25.4,1.00",N/A,2,P.O.R., Au    99.999% — —
Gold,GOLD TARGET,Gold,99.999% PURE,425.95799999999997,16.77",121.15799999999999,4.77",P.O.R., Au    PER DRAWING 99.999% KDF/MRC —
Gold,GOLD TARGET,Gold,Au 99.99% PURE,50.8,2.00",0.9905999999999999,0.039",P.O.R.,   99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,50.8,2.00",1.6001999999999998,0.063",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,50.8,2.00",1.6001999999999998,0.063",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,50.8,2.00",3.175,0.125",€10, Au    99.99% Most Standard Guns 1 954.00
Gold,GOLD TARGET,Gold,99.999% PURE,50.8,2.00",3.175,0.125",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,50.8,2.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,50.8,2.00",6.35,0.250",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,50.8,2.00",N/A,0.2,P.O.R., Au      BEST EFFORTS ON TOLERANCES 99.99% — —
Gold,N/A,Gold,99.99% PURE,50.8,2.00",N/A,0.5,P.O.R.,GOLD FOIL  Au     99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,50.8,2.00",N/A,2,P.O.R., Au    99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,76.19999999999999,3.00",1.6001999999999998,0.063",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,76.19999999999999,3.00",1.6001999999999998,0.063",P.O.R., Au     99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Au     W/ KEEPER  99.99% TORUS Mag Keeper 3 —
Gold,GOLD TARGET,Gold,99.999% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Au    99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Au     W/ KEEPER  99.999% TORUS Mag Keeper 3 —
Gold,GOLD TARGET,Gold,99.999% PURE,76.19999999999999,3.00",N/A,0.2,P.O.R., Au     +/- 5% THK 99.999% — —
Gold,GOLD TARGET,Gold,99.99% PURE,76.19999999999999,3.00",N/A,2,P.O.R., Au    99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,101.6,4.00",0.9905999999999999,0.039",P.O.R., Au    99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,101.6,4.00",1.6001999999999998,0.063",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,101.6,4.00",3.175,0.125",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,101.6,4.00",3.175,0.125",P.O.R., Au     SEE DOC HANDLING 99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,101.6,4.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,101.6,4.00",6.35,0.250",P.O.R., Au    W/ KEEPER  99.99% TORUS Mag Keeper 4 —
Gold,GOLD TARGET,Gold,99.999% PURE,101.6,4.00",6.35,0.250",P.O.R., Au    99.999% Most Standard Guns 1
Gold,N/A,Gold,99.999% pure),127.0,5.00",6.35,0.250",P.O.R., 99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.1,P.O.R., Au     99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,0.0508,0.002",N/A,0.2,P.O.R., Au     99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.5,P.O.R., Au     +/-5% THK 99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,1.5875,0.0625",1.5875,0.0625",P.O.R., Au    99.99% — — KJL81084
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.1,P.O.R., Au    FOR KJL108 SYSTEM   +/-5% THK 99.99% — — KJL81001
Gold,GOLD TARGET FOR KJL108 SYSTEM,Gold,99.99% PURE,N/A,N/A,N/A,0.2,P.O.R., Au     99.99% — — KJL81007
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.3,P.O.R., Au     99.99% — — KJL81045
Gold,GOLD TARGET,Gold,99.999% PURE,N/A,N/A,N/A,0.3,P.O.R., Au     99.999% — — KJL81081
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.5,P.O.R., Au    99.99% — — KJL81058
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,1,P.O.R., Au    99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,2,P.O.R., Au    99.99% — — KJL81074
Gold,GOLD TARGET,Gold,99.99% PURE,152.39999999999998,6.00",1.6001999999999998,0.063",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,152.39999999999998,6.00",3.175,0.125",P.O.R., Au    99.99% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.99% PURE,152.39999999999998,6.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,N/A,Gold,99.999% pure),152.39999999999998,6.00",6.35,0.250",P.O.R., 99.999% Most Standard Guns 1
Gold,N/A,Gold,99.99% PURE,0.1016,0.004",0.1016,0.004",P.O.R.,GOLD FOIL  Au     99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.1,P.O.R., Au     +/-5% THK 99.99% — —
Gold,GOLD TARGET,Gold,99.999% PURE,N/A,N/A,N/A,0.1,P.O.R., Au     99.999% — —
Gold,GOLD TARGET,Gold,99.99% PURE,N/A,N/A,N/A,0.5,P.O.R., Au    99.99% — —
Gold,GOLD TARGET,Gold,99.99% PURE,203.2,8.00",6.35,0.250",P.O.R., Au    99.99% Most Standard Guns 1
Gold,N/A,Gold,99.999% pure),203.2,8.00",6.35,0.250",P.O.R., 99.999% Most Standard Guns 1
Gold,GOLD TARGET,Gold,99.999% PURE,374.142,14.730",N/A,N/A,P.O.R., Au   UPSILON TARGET   4 PIECE CONSTRUCTION  PER CUSTOMER SUPPLIED DRAWING Upsilon KDF 4 Piece 99.999% KDF — EJTAU50UPSILON2
Gold,GOLD TARGET,Gold,99.999% PURE,421.767,16.605",N/A,N/A,P.O.R., Au   UPSILON TARGET   4 PIECE CONSTRUCTION  PER DRAWING Upsilon KDF 4 Piece 99.999% KDF — EJTAU50UPSILON
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE Ex Zr,25.4,1.00",3.175,0.125",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE Ex Zr,25.4,1.00",6.35,0.250",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE EX Zr,50.8,2.00",3.175,0.125",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE EX Zr,50.8,2.00",6.35,0.250",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE EX Zr,76.19999999999999,3.00",3.175,0.125",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE EX Zr,76.19999999999999,3.00",6.35,0.250",P.O.R., HfC    99.5% Most Standard Guns 1
Hafnium Carbide,N/A,Hafnium Carbide,99.5% pure),101.6,4.00",3.175,0.125",P.O.R., 99.5% Most Standard Guns 1
Hafnium Carbide,N/A,Hafnium Carbide,99.5% pure),101.6,4.00",6.35,0.250",P.O.R., 99.5% Most Standard Guns 1
Hafnium Carbide,N/A,Hafnium Carbide,99.5% pure),152.39999999999998,6.00",3.175,0.125",P.O.R., 99.5% Most Standard Guns 1
Hafnium Carbide,EUDF HAFNIUM CARBIDE TARGET,Hafnium Carbide,99.5% PURE EX Zr,152.39999999999998,6.00",6.35,0.250",P.O.R., HfC     DENSITY: 60-70% OF THEORETICAL COLOR: DARK GRAY 99.5% Most Standard Guns 1
Hafnium Carbide,N/A,Hafnium Carbide,99.5% pure),203.2,8.00",3.175,0.125",P.O.R., 99.5% Most Standard Guns 1
Hafnium Carbide,N/A,Hafnium Carbide,99.5% pure),203.2,8.00",6.35,0.250",P.O.R., 99.5% Most Standard Guns 1
Hafnium Nitride,EUDF HAFNIUM NITRIDE TARGET,Hafnium Nitride,99.5% PURE EX Zr,25.4,1.00",3.175,0.125",P.O.R., HfN     DENSITY >70%  Most Standard Guns 1
